label,mode,tool,round,ms,status
stress,combined,rslint,0,6334.179548000015,1
stress,combined,oxlint,0,5195.4839790000115,1
fixture,ts,rslint,0,308.5249269999913,0
fixture,combined,eslint,0,2626.00758200002,1
stress,ts,eslint,0,21643.059470000007,0
fixture,ts,eslint,0,2491.831692000007,0
fixture,ts,oxlint,0,337.4289399999834,0
stress,ts,rslint,0,3221.7352529999916,0
stress,combined,eslint,0,23772.846369000006,1
stress,ts,oxlint,0,3620.919796000002,0
fixture,combined,rslint,0,741.5975169999874,1
fixture,combined,oxlint,0,620.0622880000155,1
stress,combined,eslint,1,23893.667451000016,1
stress,combined,rslint,1,6385.870020999981,1
fixture,ts,eslint,1,2554.641462999978,0
stress,ts,oxlint,1,3545.036122999969,0
stress,ts,rslint,1,3239.138248000003,0
stress,ts,eslint,1,21735.507073000015,0
fixture,combined,oxlint,1,642.4600370000117,1
fixture,combined,rslint,1,750.8189489999786,1
stress,combined,oxlint,1,5497.253973999992,1
fixture,ts,rslint,1,281.32199899997795,0
fixture,combined,eslint,1,2625.8227970000007,1
fixture,ts,oxlint,1,335.4893470000243,0
stress,combined,oxlint,2,5556.334650999983,1
fixture,combined,oxlint,2,628.4025220000185,1
stress,ts,oxlint,2,3623.3838749999995,0
stress,combined,eslint,2,23725.279518000025,1
fixture,ts,eslint,2,2577.2167180000106,0
stress,combined,rslint,2,6300.138167999976,1
fixture,ts,oxlint,2,339.57029399997555,0
fixture,ts,rslint,2,279.2513649999746,0
fixture,combined,eslint,2,2653.411115999974,1
fixture,combined,rslint,2,760.3110120000201,1
stress,ts,eslint,2,21660.74080800003,0
stress,ts,rslint,2,3259.452971999999,0
stress,combined,oxlint,3,5277.8270650000195,1
fixture,ts,eslint,3,2546.668946000049,0
fixture,ts,oxlint,3,331.12752200005343,0
stress,ts,oxlint,3,3419.1354399999836,0
stress,combined,rslint,3,6338.920149999962,1
fixture,ts,rslint,3,269.89476300001843,0
fixture,combined,rslint,3,744.445345999964,1
stress,ts,rslint,3,3237.8163949999725,0
stress,ts,eslint,3,21706.33462800004,0
stress,combined,eslint,3,23681.354085,1
fixture,combined,eslint,3,2735.9485489999643,1
fixture,combined,oxlint,3,636.1846409999998,1
stress,ts,rslint,4,3244.507048999949,0
stress,combined,oxlint,4,5536.911905999994,1
stress,combined,eslint,4,23959.741578999965,1
fixture,ts,oxlint,4,353.40941099997144,0
stress,ts,oxlint,4,3361.320897999918,0
fixture,combined,oxlint,4,626.8670189999975,1
fixture,combined,eslint,4,2664.8700940000126,1
fixture,ts,rslint,4,280.1793260000413,0
stress,combined,rslint,4,6266.360947999987,1
fixture,combined,rslint,4,752.0532789999852,1
fixture,ts,eslint,4,2537.1327420000453,0
stress,ts,eslint,4,21917.286960000056,0
fixture,combined,rslint,5,755.1743110000389,1
stress,ts,oxlint,5,3519.2120969999814,0
stress,ts,rslint,5,3412.565362000023,0
fixture,ts,oxlint,5,330.4294330000412,0
stress,ts,eslint,5,21661.488529999973,0
stress,combined,oxlint,5,5447.581581000006,1
stress,combined,rslint,5,6183.662287999992,1
fixture,ts,rslint,5,288.99996000004467,0
fixture,ts,eslint,5,2536.045279999962,0
stress,combined,eslint,5,23485.748013999895,1
fixture,combined,eslint,5,2735.6986279999837,1
fixture,combined,oxlint,5,650.0139819999458,1
fixture,ts,eslint,6,2496.421739000012,0
fixture,ts,rslint,6,278.7009550000075,0
stress,combined,eslint,6,23419.65262800001,1
fixture,ts,oxlint,6,332.41606700001284,0
fixture,combined,eslint,6,2693.2717209999682,1
fixture,combined,oxlint,6,627.272915000096,1
fixture,combined,rslint,6,749.1700049999636,1
stress,combined,oxlint,6,5495.158844000078,1
stress,ts,rslint,6,3168.4216819999274,0
stress,ts,eslint,6,21405.946302999975,0
stress,ts,oxlint,6,3624.435826000059,0
stress,combined,rslint,6,6358.956923000049,1
fixture,ts,rslint,7,282.20617500005756,0
fixture,ts,eslint,7,2553.4185849999776,0
stress,combined,eslint,7,23834.017831000034,1
fixture,combined,rslint,7,759.6508319999557,1
stress,combined,rslint,7,6298.258395000012,1
stress,ts,rslint,7,3255.374043000047,0
fixture,combined,eslint,7,2679.7718129999703,1
stress,ts,oxlint,7,3647.708492000005,0
stress,ts,eslint,7,21691.11526900006,0
fixture,combined,oxlint,7,623.2764669999015,1
fixture,ts,oxlint,7,331.9486689999467,0
stress,combined,oxlint,7,5221.601994999917,1
stress,ts,eslint,8,21596.626913000015,0
fixture,ts,oxlint,8,350.49946200009435,0
fixture,ts,eslint,8,2539.007775999955,0
fixture,combined,rslint,8,759.2301260000095,1
stress,combined,rslint,8,6377.890901000006,1
stress,ts,oxlint,8,3621.8946609999985,0
fixture,ts,rslint,8,276.2644030000083,0
fixture,combined,oxlint,8,646.8871479999507,1
stress,combined,eslint,8,23709.58054600004,1
stress,combined,oxlint,8,5289.209143999964,1
stress,ts,rslint,8,3263.34569300001,0
fixture,combined,eslint,8,2687.9565990000265,1
